image,delta_ev,wb_r,wb_b,zoom,dx,dy,predicted_composition_class
img_001.jpg,-1.0343835353851318,0.3960438370704651,0.22637289762496948,-0.8842465281486511,0.5452006459236145,0.2777990996837616,18
img_002.jpg,-1.0248125791549683,0.5223137736320496,0.23725074529647827,-0.832045316696167,0.4817231595516205,0.2602716386318207,18
img_003.jpg,-1.0546420812606812,0.44604161381721497,0.22782936692237854,-0.8344186544418335,0.5271292328834534,0.2506617307662964,18
