epoch,step,loss,delta_ev,wb_r,wb_b,zoom,dx,dy
0,0,4.402294635772705,-0.7161915302276611,0.46259766817092896,-0.0017740479670464993,0.7481120824813843,-0.26274240016937256,0.05972608923912048
1,0,2.225736618041992,-2.2726523876190186,-1.8333536386489868,-0.9337959885597229,1.691133975982666,-0.9658839702606201,-1.0227259397506714
2,0,2.4724016189575195,-1.1131609678268433,-0.8279675245285034,-1.1769886016845703,-0.5910927057266235,-0.7246087789535522,-1.1022902727127075
3,0,1.1701042652130127,-0.501746416091919,-0.981339156627655,-1.6023427248001099,1.049719214439392,-0.9753418564796448,-1.4686473608016968
4,0,0.876186728477478,-1.0044074058532715,-1.6297094821929932,-1.494327187538147,1.0416566133499146,-1.3132742643356323,-1.5768189430236816
